run,arm,rec,seed,test_mrr_all,n_all,mrr_interactions,n_interactions,mrr_cue_events,mrr_novel,n_novel,mrr_recurring,n_recurring,mrr_cue_known,mrr_cue_unknown,oracle_permitted,oracle_latent,chance,oracle_permitted_novel,oracle_permitted_recurring
synth_gen_s1_attention_recoff_s43,attention-gates,off,43,0.20336475368874574,9000,0.2060831090238491,8723,0.11776109452590729,0.13606011083602532,5400,0.31987311510698135,3323,0.20591688323325247,0.21253783104774646,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_attention_recoff_s44,attention-gates,off,44,0.20309390259320198,9000,0.2044158056915648,8723,0.1614658855281515,0.13558856028311891,5400,0.3162626685280403,3323,0.20412183231911885,0.21583110048280058,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_attention_recoff_s45,attention-gates,off,45,0.20856053669151764,9000,0.2111783860818864,8723,0.1261219076944539,0.13601645916777583,5400,0.33331934465432,3323,0.21084537484147106,0.22410956228504564,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_attention_recoff_s46,attention-gates,off,46,0.20608982466164616,9000,0.20693210753614402,8723,0.17956551594596076,0.1340388800691372,5400,0.32538634416624856,3323,0.2060024076743888,0.24303332956521662,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_attention_recoff_s47,attention-gates,off,47,0.20378501303216068,9000,0.20571876222648258,8723,0.14288936602107785,0.13462047601949936,5400,0.32125615178944056,3323,0.2055410334610203,0.2126201568451659,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_attention_recon_s43,attention-gates,on,43,0.2745777403663111,9000,0.27611960598437235,8723,0.22602288915205826,0.06638129676747394,5400,0.6169522481063258,3323,0.27046276205147396,0.49578079687646126,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_attention_recon_s44,attention-gates,on,44,0.2665580203601694,9000,0.26775544263710044,8723,0.22885002569710342,0.06769796486835096,5400,0.5928563694957364,3323,0.26186765803076956,0.49638430241900794,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_attention_recon_s45,attention-gates,on,45,0.26879107093955046,9000,0.26918721829963826,8723,0.25631600443396996,0.06683731498584292,5400,0.5980134229022548,3323,0.26320911618051607,0.5013232019572396,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_attention_recon_s46,attention-gates,on,46,0.27804988423389176,9000,0.2800845670091182,8723,0.21397574037721373,0.06668746552824859,5400,0.626862884191392,3323,0.2744351303887805,0.49945812417510765,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_attention_recon_s47,attention-gates,on,47,0.2651056941204986,9000,0.26640744079364737,8723,0.22411242253249597,0.06575899107767257,5400,0.5924687192968866,3323,0.2599689704241211,0.5164200071062109,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_coreoff_recoff_s43,core-off,off,43,0.21415904403005429,9000,0.21541197094359169,8723,0.17470315425826147,0.13614182003540942,5400,0.34422894804385773,3323,0.21468990400826926,0.24345058837729844,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_coreoff_recoff_s44,core-off,off,44,0.20825414844017798,9000,0.21054491752934099,8723,0.13611559694281786,0.1349979728140366,5400,0.33331154451177963,3323,0.20987742168382834,0.2364644822336309,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_coreoff_recoff_s45,core-off,off,45,0.20958172592292648,9000,0.2110485966783871,8723,0.16338853603165135,0.1347214014682399,5400,0.33508316006532507,3323,0.21061055893334196,0.2280580623581313,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_coreoff_recoff_s46,core-off,off,46,0.21131120119596913,9000,0.21345633146632195,8723,0.1437589580613577,0.1360367355898393,5400,0.33926608702846645,3323,0.21279855735935707,0.23899839085275662,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_coreoff_recoff_s47,core-off,off,47,0.21015543756948224,9000,0.21208559696188053,8723,0.1493728369200589,0.13642646370406233,5400,0.3350345345460569,3323,0.21147163060220495,0.23592655551293623,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_coreoff_recon_s43,core-off,on,43,0.28084402732834446,9000,0.2811654341341782,8723,0.27072261372802886,0.06669926431201517,5400,0.6296810275857823,3323,0.27548384786225094,0.5017873960358659,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_coreoff_recon_s44,core-off,on,44,0.27982865769066706,9000,0.2807369616748327,8723,0.25122527987883797,0.06727114304124472,5400,0.6276269468151803,3323,0.27525436148379373,0.4936320850748133,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_coreoff_recon_s45,core-off,on,45,0.2762955843981434,9000,0.2772381690314794,8723,0.24661267552958713,0.06685487619778929,5400,0.6191189337928176,3323,0.27099763120737647,0.5195648067308933,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_coreoff_recon_s46,core-off,on,46,0.2794172643976727,9000,0.2804709932182611,8723,0.24623431673704946,0.0678855942129317,5400,0.6259302633442854,3323,0.2744712834510706,0.5134460245433208,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_coreoff_recon_s47,core-off,on,47,0.28026035983387265,9000,0.280869385086432,8723,0.26108156099605845,0.0663334071339256,5400,0.6294984193757892,3323,0.274984533259978,0.5093843619456292,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_curonly_recoff_s43,current-only-maps,off,43,0.20991159426516667,9000,0.21145860222273188,8723,0.1611948057675432,0.13419284654222682,5400,0.33701836167946597,3323,0.21086473533380198,0.23451907721570064,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_curonly_recoff_s44,current-only-maps,off,44,0.2050142877504482,9000,0.20655599373545389,8723,0.15646446353671412,0.13384741447353093,5400,0.3247101700864572,3323,0.20580357475651812,0.23577321289924266,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_curonly_recoff_s45,current-only-maps,off,45,0.20589308610113818,9000,0.20779295944878795,8723,0.14606422252153828,0.13488119661412454,5400,0.3262773167485721,3323,0.20731097083558017,0.22650908349773363,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_curonly_recoff_s46,current-only-maps,off,46,0.21059439830710838,9000,0.21257509686879827,8723,0.14822026995468665,0.13689059253285196,5400,0.3355652634093068,3323,0.2122433542287412,0.2254570119877263,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_curonly_recoff_s47,current-only-maps,off,47,0.20945933737701447,9000,0.21057492035239556,8723,0.17432854209091633,0.13655001129124908,5400,0.3308681821430037,3323,0.21004452277537383,0.23117081530670106,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_curonly_recon_s43,current-only-maps,on,43,0.2705267497331892,9000,0.27176113049084344,8723,0.23165489648763554,0.06644808535790589,5400,0.6054025520129207,3323,0.2655810524911053,0.5117400497135527,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_curonly_recon_s44,current-only-maps,on,44,0.27942278223155237,9000,0.28072351611000007,8723,0.23846140453588674,0.06638541446517585,5400,0.6290309939559378,3323,0.2749984804032709,0.5030326651968715,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_curonly_recon_s45,current-only-maps,on,45,0.2814906422923169,9000,0.2830838926674881,8723,0.23131763499044394,0.06728744018598004,5400,0.633761245481254,3323,0.2775572770155062,0.4976881826421653,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_curonly_recon_s46,current-only-maps,on,46,0.2693965470021191,9000,0.2710128826420124,8723,0.21849656221226335,0.06714418060905303,5400,0.602307192295332,3323,0.26466010735894274,0.51769781874806,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_curonly_recon_s47,current-only-maps,on,47,0.27409875118345445,9000,0.27474237918135125,8723,0.25383027816665527,0.06711805652382707,5400,0.6121397136233104,3323,0.26895727291672783,0.4993841311190557,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_diag_recoff_s43,diagssm-ordinary,off,43,0.20678093362511932,9000,0.20760591373663514,8723,0.1808015057812478,0.13398931667697417,5400,0.32723565316551545,3323,0.20703595832271712,0.2297378810423842,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_diag_recoff_s44,diagssm-ordinary,off,44,0.2078631478406337,9000,0.2095448085127034,8723,0.15490601411332708,0.1359559152131438,5400,0.3291295282892975,3323,0.20927882084201044,0.2198733891134926,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_diag_recoff_s45,diagssm-ordinary,off,45,0.21081537837225164,9000,0.2122535230284807,8723,0.16552680134594944,0.13463280643009828,5400,0.3383901073291924,3323,0.21161633900532403,0.23699604783635275,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_diag_recoff_s46,diagssm-ordinary,off,46,0.2084181495567169,9000,0.2098202978777537,8723,0.16426313221229888,0.1357267652403777,5400,0.3302250755611212,3323,0.20933329382441762,0.2287311767342374,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_diag_recoff_s47,diagssm-ordinary,off,47,0.20818036766981693,9000,0.2099642375274318,8723,0.1520045670634117,0.13533916861689527,5400,0.3312327816492787,3323,0.2096063047150172,0.22386314454466436,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_diag_recon_s43,diagssm-ordinary,on,43,0.26977125270145746,9000,0.27104882709177025,8723,0.22953918986138921,0.06579376973360186,5400,0.6045960162985441,3323,0.2648970872334355,0.5099273465222673,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_diag_recon_s44,diagssm-ordinary,on,44,0.2758970633307164,9000,0.2771296577456042,8723,0.23708146376008024,0.06612562558171839,5400,0.6200191472686206,3323,0.27151432583931545,0.49517889304733653,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_diag_recon_s45,diagssm-ordinary,on,45,0.26508025267631563,9000,0.26724340189065926,8723,0.19696057543183618,0.06569091746694097,5400,0.5947737708007043,3323,0.26118782239756694,0.5023879133484578,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_diag_recon_s46,diagssm-ordinary,on,46,0.26167927202650976,9000,0.26326000585912024,8723,0.21190042285011604,0.06639346696689036,5400,0.5831755370111038,3323,0.2568578019127216,0.5118643088736107,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_diag_recon_s47,diagssm-ordinary,on,47,0.2626701854804126,9000,0.26414472068099065,8723,0.21623563474163107,0.06653410367593379,5400,0.5852694067560152,3323,0.25775735530827837,0.5121728262953512,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_gru_recoff_s43,gru-ordinary,off,43,0.20884074414632361,9000,0.21090541988112682,8723,0.14382209275755664,0.13687854744410574,5400,0.3312018722313868,3323,0.21026914782876427,0.23561253190528678,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_gru_recoff_s44,gru-ordinary,off,44,0.20355473176939162,9000,0.20631802536781477,8723,0.11653592289197312,0.13747248329566597,5400,0.31819462097106577,3323,0.20620347435968775,0.2107661613180972,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_gru_recoff_s45,gru-ordinary,off,45,0.2087159864424033,9000,0.2099306898807166,8723,0.17046379116295624,0.13595795013957582,5400,0.3301391745638825,3323,0.20965983587998685,0.2204482351875921,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_gru_recoff_s46,gru-ordinary,off,46,0.20616721406667055,9000,0.2071710346593657,8723,0.1745559251494135,0.1318476687426873,5400,0.3295743376837604,3323,0.20673480091521054,0.22411044908993907,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
synth_gen_s1_gru_recoff_s47,gru-ordinary,off,47,0.2104768877406512,9000,0.21110284078467115,8723,0.19076501624972636,0.1314536808435694,5400,0.3405357218204669,3323,0.20979935216013648,0.2617186730360076,0.5846819234410393,0.600202351878954,0.058823529411764705,0.5044893164691142,0.7149979263445587
